Project,TransectName,PointName,Visit,Date,year,StartTime,CommonName,BirdCd,ScientificName,BirdCount,IndivId,DuplicateIndiv,DataStatus
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/21/19,2019,6:34:00,American Bittern,AMBI,Botaurus lentiginosus,1,3296,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/21/19,2019,6:34:00,American Bittern,AMBI,Botaurus lentiginosus,1,3297,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/19/20,2020,6:36:00,American Bittern,AMBI,Botaurus lentiginosus,1,3298,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/23/22,2022,6:31:00,American Bittern,AMBI,Botaurus lentiginosus,1,3299,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/28/24,2024,6:56:00,American Coot,AMCO,Fulica americana,1,3300,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/16/25,2025,6:39:00,American Coot,AMCO,Fulica americana,45,3301,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/2/24,2024,6:15:00,American Coot,AMCO,Fulica americana,1,3302,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/9/23,2023,6:12:00,American Coot,AMCO,Fulica americana,1,3303,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/2/24,2024,6:15:00,American Coot,AMCO,Fulica americana,1,3304,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/16/25,2025,6:39:00,American Coot,AMCO,Fulica americana,8,3305,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/1/20,2020,6:20:00,Common Gallinule,COGA,Gallinula galeata,1,3306,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/9/23,2023,6:12:00,Common Gallinule,COGA,Gallinula galeata,1,3307,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/23/20,2020,5:59:00,Common Gallinule,COGA,Gallinula galeata,1,3308,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/23/21,2021,6:20:00,Common Gallinule,COGA,Gallinula galeata,1,3309,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/28/24,2024,6:56:00,Common Gallinule,COGA,Gallinula galeata,1,3310,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/23/21,2021,6:20:00,Common Gallinule,COGA,Gallinula galeata,1,3311,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/1/20,2020,6:20:00,Common Gallinule,COGA,Gallinula galeata,1,3312,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/23/20,2020,5:59:00,Common Gallinule,COGA,Gallinula galeata,1,3313,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/28/24,2024,6:56:00,Common Gallinule,COGA,Gallinula galeata,1,3314,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/2/24,2024,6:15:00,Common Gallinule,COGA,Gallinula galeata,1,3315,,RAW
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/27/19,2019,5:57:00,Common Gallinule,COGA,Gallinula galeata,1,3316,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/21/23,2023,6:01:00,Common Gallinule,COGA,Gallinula galeata,1,3317,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/23/20,2020,5:59:00,Common Gallinule,COGA,Gallinula galeata,1,3318,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/2/24,2024,6:15:00,Common Gallinule,COGA,Gallinula galeata,1,3319,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/1/21,2021,6:20:00,Common Gallinule,COGA,Gallinula galeata,1,3320,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/21/23,2023,6:01:00,Common Gallinule,COGA,Gallinula galeata,1,3321,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/29/22,2022,5:56:00,Common Gallinule,COGA,Gallinula galeata,1,3322,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/28/24,2024,6:56:00,Common Gallinule,COGA,Gallinula galeata,1,3323,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/29/22,2022,5:56:00,Common Gallinule,COGA,Gallinula galeata,1,3324,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/26/25,2025,5:57:00,Common Gallinule,COGA,Gallinula galeata,1,3325,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/13/22,2022,6:06:00,Common Gallinule,COGA,Gallinula galeata,1,3326,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/29/22,2022,5:56:00,Common Gallinule,COGA,Gallinula galeata,1,3327,,RAW
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/27/19,2019,5:57:00,Common Gallinule,COGA,Gallinula galeata,1,3328,,RAW
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/27/19,2019,5:57:00,Common Gallinule,COGA,Gallinula galeata,1,3329,,RAW
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/27/19,2019,5:57:00,Common Gallinule,COGA,Gallinula galeata,1,3330,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/9/23,2023,6:12:00,Common Gallinule,COGA,Gallinula galeata,1,3331,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/13/22,2022,6:06:00,Common Gallinule,COGA,Gallinula galeata,1,3332,,RAW
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/27/19,2019,5:57:00,Least Bittern,LEBI,Ixobrychus exilis,1,3333,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/13/22,2022,6:06:00,Least Bittern,LEBI,Ixobrychus exilis,1,3334,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/19/20,2020,6:36:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3335,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/21/19,2019,6:34:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3336,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/29/22,2022,5:56:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3337,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/28/24,2024,6:56:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3338,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/15/23,2023,6:42:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3339,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/28/24,2024,6:56:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3340,,RAW
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/6/19,2019,6:15:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3341,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/13/22,2022,6:06:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3342,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/13/22,2022,6:06:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3343,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/19/20,2020,6:36:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3344,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/21/23,2023,6:01:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3345,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/23/22,2022,6:31:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3346,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/19/20,2020,6:36:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3347,,RAW
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/27/19,2019,5:57:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3348,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/2/24,2024,6:15:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3349,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/23/22,2022,6:31:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3350,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/21/23,2023,6:01:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3351,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/23/21,2021,6:20:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3352,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/16/25,2025,6:39:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3353,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/29/22,2022,5:56:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3354,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/26/25,2025,5:57:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3355,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/21/19,2019,6:34:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3356,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/9/23,2023,6:12:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3357,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,3,5/26/25,2025,5:57:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3358,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/1/20,2020,6:20:00,Sora,SORA,Porzana carolina,1,3359,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/2/24,2024,6:15:00,Sora,SORA,Porzana carolina,1,3360,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/23/22,2022,6:31:00,Sora,SORA,Porzana carolina,1,3361,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/19/20,2020,6:36:00,Sora,SORA,Porzana carolina,1,3362,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/23/22,2022,6:31:00,Sora,SORA,Porzana carolina,1,3363,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/21/19,2019,6:34:00,Sora,SORA,Porzana carolina,1,3364,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/1/20,2020,6:20:00,Sora,SORA,Porzana carolina,1,3365,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/19/20,2020,6:36:00,Sora,SORA,Porzana carolina,1,3366,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/23/22,2022,6:31:00,Sora,SORA,Porzana carolina,1,3367,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/9/23,2023,6:12:00,Sora,SORA,Porzana carolina,1,3368,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/19/20,2020,6:36:00,Sora,SORA,Porzana carolina,1,3369,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/9/23,2023,6:12:00,Sora,SORA,Porzana carolina,1,3370,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/9/23,2023,6:12:00,Sora,SORA,Porzana carolina,1,3371,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/21/19,2019,6:34:00,Sora,SORA,Porzana carolina,1,3372,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/1/21,2021,6:20:00,Sora,SORA,Porzana carolina,1,3373,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/1/20,2020,6:20:00,Sora,SORA,Porzana carolina,1,3374,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/23/22,2022,6:31:00,Sora,SORA,Porzana carolina,1,3375,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/1/20,2020,6:20:00,Sora,SORA,Porzana carolina,1,3376,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,2,5/2/24,2024,6:15:00,Sora,SORA,Porzana carolina,1,3377,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/23/22,2022,6:31:00,Sora,SORA,Porzana carolina,1,3378,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM138,1,4/23/22,2022,6:31:00,Virginia Rail,VIRA,Rallus limicola,1,3379,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,American Bittern,AMBI,Botaurus lentiginosus,1,3380,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/14/25,2025,6:13:00,American Coot,AMCO,Fulica americana,1,3381,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/26/18,2018,20:45:00,Common Gallinule,COGA,Gallinula galeata,1,3382,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/6/19,2019,6:15:00,Common Gallinule,COGA,Gallinula galeata,1,3383,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,Common Gallinule,COGA,Gallinula galeata,1,3384,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,Common Gallinule,COGA,Gallinula galeata,1,3385,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/25,2025,6:37:00,Common Gallinule,COGA,Gallinula galeata,1,3386,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/25,2025,6:37:00,Common Gallinule,COGA,Gallinula galeata,1,3387,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,3,5/24/21,2021,6:03:00,Least Bittern,LEBI,Ixobrychus exilis,1,3388,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,3,5/24/22,2022,6:00:00,Least Bittern,LEBI,Ixobrychus exilis,1,3389,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/24,2024,6:52:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3390,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3391,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/25,2025,6:37:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3392,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3393,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,3,5/26/25,2025,5:58:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3394,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/6/19,2019,6:15:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3395,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/7/21,2021,6:24:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3396,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,3,5/26/25,2025,5:58:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3397,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/25,2025,6:37:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3398,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,3,5/24/22,2022,6:00:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3399,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/7/21,2021,6:24:00,Sora,SORA,Porzana carolina,1,3400,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/6/19,2019,6:15:00,Sora,SORA,Porzana carolina,1,3401,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/5/23,2023,6:16:00,Sora,SORA,Porzana carolina,1,3402,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/24/23,2023,6:35:00,Sora,SORA,Porzana carolina,1,3403,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,Sora,SORA,Porzana carolina,1,3404,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,Sora,SORA,Porzana carolina,1,3405,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,Sora,SORA,Porzana carolina,1,3406,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,Sora,SORA,Porzana carolina,1,3407,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/5/23,2023,6:16:00,Sora,SORA,Porzana carolina,1,3408,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/19/21,2021,6:40:00,Sora,SORA,Porzana carolina,1,3409,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,3,5/31/24,2024,5:54:00,Sora,SORA,Porzana carolina,1,3410,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/26/18,2018,20:45:00,Sora,SORA,Porzana carolina,1,3411,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/25,2025,6:37:00,Sora,SORA,Porzana carolina,1,3412,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/5/23,2023,6:16:00,Sora,SORA,Porzana carolina,1,3413,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/19/21,2021,6:40:00,Sora,SORA,Porzana carolina,1,3414,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,2,5/5/23,2023,6:16:00,Sora,SORA,Porzana carolina,1,3415,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/22/19,2019,6:33:00,Sora,SORA,Porzana carolina,1,3416,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/26/18,2018,20:45:00,Virginia Rail,VIRA,Rallus limicola,1,3417,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM128,1,4/26/18,2018,20:45:00,Virginia Rail,VIRA,Rallus limicola,1,3418,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/22/25,2025,7:49:00,American Bittern,AMBI,Botaurus lentiginosus,1,3419,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/14/25,2025,7:22:00,American Coot,AMCO,Fulica americana,1,3420,1,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/24/23,2023,7:30:00,American Coot,AMCO,Fulica americana,1,3421,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/5/23,2023,7:23:00,American Coot,AMCO,Fulica americana,1,3422,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/5/23,2023,7:23:00,American Coot,AMCO,Fulica americana,1,3423,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,3,5/31/24,2024,7:04:00,Black Tern,BLTE,Chlidonias niger,2,3424,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,3,5/26/25,2025,7:02:00,Common Gallinule,COGA,Gallinula galeata,1,3425,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/7/20,2020,7:21:00,Common Gallinule,COGA,Gallinula galeata,1,3426,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,3,5/26/25,2025,7:02:00,Common Gallinule,COGA,Gallinula galeata,1,3427,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/22/19,2019,7:59:00,Common Gallinule,COGA,Gallinula galeata,1,3428,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,3,5/25/19,2019,6:32:00,Common Gallinule,COGA,Gallinula galeata,1,3429,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,3,5/24/22,2022,7:16:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3430,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/22/19,2019,7:59:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3431,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,3,5/25/19,2019,6:32:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3432,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/6/19,2019,7:34:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3433,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/19/21,2021,7:52:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3434,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/9/22,2022,7:13:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3435,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/22/25,2025,7:49:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,2,3436,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/22/19,2019,7:59:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3437,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/22/25,2025,7:49:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,2,3438,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/23/22,2022,7:40:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3439,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/22/19,2019,7:59:00,Sora,SORA,Porzana carolina,1,3440,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/7/21,2021,7:32:00,Sora,SORA,Porzana carolina,1,3441,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/7/21,2021,7:32:00,Sora,SORA,Porzana carolina,1,3442,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/7/21,2021,7:32:00,Sora,SORA,Porzana carolina,1,3443,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,2,5/7/21,2021,7:32:00,Sora,SORA,Porzana carolina,1,3444,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM129,1,4/24/23,2023,7:30:00,Virginia Rail,VIRA,Rallus limicola,1,3445,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,3,5/25/19,2019,7:05:00,American Bittern,AMBI,Botaurus lentiginosus,1,3446,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,2,5/14/25,2025,6:44:00,American Coot,AMCO,Fulica americana,2,3447,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/23/22,2022,7:02:00,Common Gallinule,COGA,Gallinula galeata,1,3448,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/22/19,2019,7:32:00,Common Gallinule,COGA,Gallinula galeata,1,3449,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,3,5/24/21,2021,6:37:00,Common Gallinule,COGA,Gallinula galeata,1,3450,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/22/25,2025,7:08:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3451,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/19/21,2021,7:15:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3452,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/19/21,2021,7:15:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3453,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,3,5/24/22,2022,6:36:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3454,1,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,3,5/30/23,2023,6:24:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3455,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/22/25,2025,7:08:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3456,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/22/25,2025,7:08:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3457,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,3,5/26/25,2025,6:25:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3458,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,3,5/30/23,2023,6:24:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3459,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/22/25,2025,7:08:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3460,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/22/19,2019,7:32:00,Pied-billed Grebe,PBGR,Podilymbus podiceps,1,3461,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/22/19,2019,7:32:00,Sora,SORA,Porzana carolina,1,3462,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,2,5/5/23,2023,6:45:00,Sora,SORA,Porzana carolina,1,3463,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/23/22,2022,7:02:00,Sora,SORA,Porzana carolina,1,3464,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/22/19,2019,7:32:00,Sora,SORA,Porzana carolina,1,3465,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM130,1,4/22/25,2025,7:08:00,Sora,SORA,Porzana carolina,1,3466,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,1,4/16/21,2021,6:36:00,American Bittern,AMBI,Botaurus lentiginosus,1,3467,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,2,5/8/22,2022,7:28:00,American Bittern,AMBI,Botaurus lentiginosus,1,3468,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,2,5/8/22,2022,7:28:00,American Bittern,AMBI,Botaurus lentiginosus,1,3469,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,2,5/6/19,2019,7:27:00,American Bittern,AMBI,Botaurus lentiginosus,1,3470,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,1,4/16/21,2021,6:36:00,American Bittern,AMBI,Botaurus lentiginosus,1,3471,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,2,5/3/21,2021,6:25:00,American Bittern,AMBI,Botaurus lentiginosus,1,3472,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,1,4/27/22,2022,7:33:00,American Bittern,AMBI,Botaurus lentiginosus,1,3473,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,1,4/16/21,2021,6:36:00,American Bittern,AMBI,Botaurus lentiginosus,1,3474,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,2,5/3/21,2021,6:25:00,American Bittern,AMBI,Botaurus lentiginosus,1,3475,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,3,5/28/25,2025,7:10:00,American Coot,AMCO,Fulica americana,1,3476,,CLEAN
INDIANAMARSHBIRDS,CMBM,CMBM132,2,5/12/20,2020,7:15:00,Common Gallinule,COGA,Gallinula galeata,1,3477,,CLEAN
